id,date,category,cases,deaths,intensive
1421,2021-03-23,0-17,8251,1,0
1422,2021-03-23,18-39,37641,9,6
1423,2021-03-23,40-64,49153,330,75
1424,2021-03-23,65+,20437,2797,159
1425,2021-03-24,0-17,8345,1,0
1426,2021-03-24,18-39,38127,9,7
1427,2021-03-24,40-64,49809,333,76
1428,2021-03-24,65+,20663,2822,158
1429,2021-03-25,0-17,8425,1,0
1430,2021-03-25,18-39,38534,9,6
1431,2021-03-25,40-64,50355,334,81
1432,2021-03-25,65+,20862,2834,160
1433,2021-03-26,0-17,8479,1,0
1434,2021-03-26,18-39,38765,9,7
1435,2021-03-26,40-64,50687,335,82
1436,2021-03-26,65+,20998,2856,161
1437,2021-03-27,0-17,8589,1,0
1438,2021-03-27,18-39,39284,9,7
1439,2021-03-27,40-64,51322,339,83
1440,2021-03-27,65+,21278,2882,168
1441,2021-03-28,0-17,8655,1,0
1442,2021-03-28,18-39,39510,9,6
1443,2021-03-28,40-64,51624,341,88
1444,2021-03-28,65+,21385,2902,167
1445,2021-03-29,0-17,8693,1,0
1446,2021-03-29,18-39,39736,9,7
1447,2021-03-29,40-64,52006,347,86
1448,2021-03-29,65+,21540,2931,175
1449,2021-03-30,0-17,8825,1,0
1450,2021-03-30,18-39,40410,9,7
1451,2021-03-30,40-64,52902,351,93
1452,2021-03-30,65+,21885,2964,172
1453,2021-03-31,0-17,8940,1,0
1454,2021-03-31,18-39,40961,9,6
1455,2021-03-31,40-64,53662,356,93
1456,2021-03-31,65+,22252,2991,168
1457,2021-04-01,0-17,9064,1,0
1458,2021-04-01,18-39,41539,9,7
1459,2021-04-01,40-64,54366,359,89
1460,2021-04-01,65+,22585,3020,170
1461,2021-04-02,0-17,9181,1,0
1462,2021-04-02,18-39,42029,9,7
1463,2021-04-02,40-64,54982,364,90
1464,2021-04-02,65+,22862,3053,164
1465,2021-04-03,0-17,9309,1,0
1466,2021-04-03,18-39,42528,9,7
1467,2021-04-03,40-64,55679,368,89
1468,2021-04-03,65+,23169,3081,164
1469,2021-04-04,0-17,9385,2,0
1470,2021-04-04,18-39,42813,9,7
1471,2021-04-04,40-64,56095,371,90
1472,2021-04-04,65+,23359,3107,158
1473,2021-04-05,0-17,9428,2,0
1474,2021-04-05,18-39,43105,9,7
1475,2021-04-05,40-64,56478,372,91
1476,2021-04-05,65+,23540,3140,168
1477,2021-04-06,0-17,9565,2,0
1478,2021-04-06,18-39,43811,9,7
1479,2021-04-06,40-64,57399,375,88
1480,2021-04-06,65+,23904,3162,171
1481,2021-04-07,0-17,9694,2,0
1482,2021-04-07,18-39,44316,9,7
1483,2021-04-07,40-64,58179,382,85
1484,2021-04-07,65+,24202,3192,167
1485,2021-04-08,0-17,9806,2,0
1486,2021-04-08,18-39,44852,9,7
1487,2021-04-08,40-64,58826,385,89
1488,2021-04-08,65+,24484,3222,178
1489,2021-04-09,0-17,9905,2,0
1490,2021-04-09,18-39,45317,9,6
1491,2021-04-09,40-64,59419,388,93
1492,2021-04-09,65+,24709,3248,183
1493,2021-04-10,0-17,10020,2,0
1494,2021-04-10,18-39,45794,9,8
1495,2021-04-10,40-64,59990,391,90
1496,2021-04-10,65+,24962,3278,189
1497,2021-04-11,0-17,10088,2,0
1498,2021-04-11,18-39,46060,9,8
1499,2021-04-11,40-64,60341,393,92
1500,2021-04-11,65+,25117,3300,185
1501,2021-04-12,0-17,10166,2,0
1502,2021-04-12,18-39,46302,9,10
1503,2021-04-12,40-64,60646,397,92
1504,2021-04-12,65+,25276,3330,186
1505,2021-04-13,0-17,10374,2,0
1506,2021-04-13,18-39,46944,9,10
1507,2021-04-13,40-64,61465,403,93
1508,2021-04-13,65+,25609,3364,192
1509,2021-04-14,0-17,10468,2,0
1510,2021-04-14,18-39,47436,12,9
1511,2021-04-14,40-64,62137,409,92
1512,2021-04-14,65+,25870,3394,203
1513,2021-04-15,0-17,10661,2,0
1514,2021-04-15,18-39,48037,13,8
1515,2021-04-15,40-64,62909,413,95
1516,2021-04-15,65+,26187,3440,202
1517,2021-04-16,0-17,10785,2,0
1518,2021-04-16,18-39,48481,14,8
1519,2021-04-16,40-64,63525,418,97
1520,2021-04-16,65+,26462,3472,213
1521,2021-04-17,0-17,10892,2,0
1522,2021-04-17,18-39,48879,14,6
1523,2021-04-17,40-64,64027,421,99
1524,2021-04-17,65+,26682,3499,215
1525,2021-04-18,0-17,10977,2,0
1526,2021-04-18,18-39,49182,14,6
1527,2021-04-18,40-64,64404,423,100
1528,2021-04-18,65+,26856,3526,219
1529,2021-04-19,0-17,11050,2,0
1530,2021-04-19,18-39,49454,14,5
1531,2021-04-19,40-64,64733,429,95
1532,2021-04-19,65+,26999,3547,223
1533,2021-04-20,0-17,11209,2,0
1534,2021-04-20,18-39,50062,14,5
1535,2021-04-20,40-64,65522,434,103
1536,2021-04-20,65+,27311,3580,220
1537,2021-04-21,0-17,11306,2,0
1538,2021-04-21,18-39,50530,14,4
1539,2021-04-21,40-64,66154,438,104
1540,2021-04-21,65+,27546,3617,208
1541,2021-04-22,0-17,11412,2,0
1542,2021-04-22,18-39,50961,14,4
1543,2021-04-22,40-64,66745,443,97
1544,2021-04-22,65+,27813,3646,207
1545,2021-04-23,0-17,11531,2,0
1546,2021-04-23,18-39,51348,14,6
1547,2021-04-23,40-64,67320,447,97
1548,2021-04-23,65+,28069,3676,198
1549,2021-04-24,0-17,11638,2,0
1550,2021-04-24,18-39,51764,14,6
1551,2021-04-24,40-64,67837,457,87
1552,2021-04-24,65+,28269,3704,195
1553,2021-04-25,0-17,11690,2,0
1554,2021-04-25,18-39,51974,14,7
1555,2021-04-25,40-64,68127,462,88
1556,2021-04-25,65+,28378,3721,204
1557,2021-04-26,0-17,11736,2,0
1558,2021-04-26,18-39,52157,14,8
1559,2021-04-26,40-64,68399,468,90
1560,2021-04-26,65+,28517,3743,203
1561,2021-04-27,0-17,11837,2,0
1562,2021-04-27,18-39,52671,14,8
1563,2021-04-27,40-64,69144,472,94
1564,2021-04-27,65+,28755,3777,204
1565,2021-04-28,0-17,11946,2,0
1566,2021-04-28,18-39,53119,14,8
1567,2021-04-28,40-64,69709,475,93
1568,2021-04-28,65+,28987,3804,203
1569,2021-04-29,0-17,12051,2,0
1570,2021-04-29,18-39,53544,14,8
1571,2021-04-29,40-64,70199,482,92
1572,2021-04-29,65+,29184,3834,204
1573,2021-04-30,0-17,12142,2,0
1574,2021-04-30,18-39,53915,15,7
1575,2021-04-30,40-64,70632,483,94
1576,2021-04-30,65+,29362,3858,203
1577,2021-05-01,0-17,12212,2,0
1578,2021-05-01,18-39,54166,15,9
1579,2021-05-01,40-64,70903,490,97
1580,2021-05-01,65+,29483,3890,203
1581,2021-05-02,0-17,12212,2,0
1582,2021-05-02,18-39,54166,15,9
1583,2021-05-02,40-64,70903,490,97
1584,2021-05-02,65+,29483,3890,203
1585,2021-05-03,0-17,12310,2,0
1586,2021-05-03,18-39,54528,16,7
1587,2021-05-03,40-64,71320,497,101
1588,2021-05-03,65+,29674,3936,199
1589,2021-05-04,0-17,12372,2,0
1590,2021-05-04,18-39,54764,16,7
1591,2021-05-04,40-64,71567,503,98
1592,2021-05-04,65+,29771,3965,198
1593,2021-05-05,0-17,12446,2,0
1594,2021-05-05,18-39,55076,16,8
1595,2021-05-05,40-64,72025,506,98
1596,2021-05-05,65+,29923,4004,188
1597,2021-05-06,0-17,12591,2,0
1598,2021-05-06,18-39,55658,16,9
1599,2021-05-06,40-64,72779,516,91
1600,2021-05-06,65+,30169,4030,180
1601,2021-05-07,0-17,12711,2,0
1602,2021-05-07,18-39,56122,16,9
1603,2021-05-07,40-64,73355,522,92
1604,2021-05-07,65+,30349,4051,184
1605,2021-05-08,0-17,12848,2,0
1606,2021-05-08,18-39,56559,17,8
1607,2021-05-08,40-64,73868,523,98
1608,2021-05-08,65+,30547,4077,176
1609,2021-05-09,0-17,12939,2,0
1610,2021-05-09,18-39,56829,18,7
1611,2021-05-09,40-64,74162,525,94
1612,2021-05-09,65+,30647,4097,176
1613,2021-05-10,0-17,13100,2,0
1614,2021-05-10,18-39,57097,18,6
1615,2021-05-10,40-64,74521,527,93
1616,2021-05-10,65+,30792,4116,178
1617,2021-05-11,0-17,13360,2,0
1618,2021-05-11,18-39,57623,18,6
1619,2021-05-11,40-64,75169,531,98
1620,2021-05-11,65+,30979,4137,177
1621,2021-05-12,0-17,13523,2,0
1622,2021-05-12,18-39,58032,18,7
1623,2021-05-12,40-64,75657,541,93
1624,2021-05-12,65+,31133,4163,174
1625,2021-05-13,0-17,13713,2,0
1626,2021-05-13,18-39,58422,18,7
1627,2021-05-13,40-64,76034,541,92
1628,2021-05-13,65+,31260,4185,164
1629,2021-05-14,0-17,13888,2,0
1630,2021-05-14,18-39,58767,18,6
1631,2021-05-14,40-64,76453,545,91
1632,2021-05-14,65+,31393,4205,162
1633,2021-05-15,0-17,13988,2,0
1634,2021-05-15,18-39,59109,18,6
1635,2021-05-15,40-64,76820,548,89
1636,2021-05-15,65+,31528,4217,155
1637,2021-05-16,0-17,14065,2,0
1638,2021-05-16,18-39,59328,18,6
1639,2021-05-16,40-64,77078,550,90
1640,2021-05-16,65+,31607,4237,150
1641,2021-05-17,0-17,14193,2,0
1642,2021-05-17,18-39,59529,18,6
1643,2021-05-17,40-64,77341,556,85
1644,2021-05-17,65+,31705,4257,151
1645,2021-05-18,0-17,14408,2,0
1646,2021-05-18,18-39,59963,18,5
1647,2021-05-18,40-64,77873,561,84
1648,2021-05-18,65+,31829,4279,149
1649,2021-05-19,0-17,14567,2,0
1650,2021-05-19,18-39,60318,18,5
1651,2021-05-19,40-64,78312,562,81
1652,2021-05-19,65+,31962,4299,154
1653,2021-05-20,0-17,14732,2,0
1654,2021-05-20,18-39,60606,18,5
1655,2021-05-20,40-64,78644,563,83
1656,2021-05-20,65+,32079,4322,151
1657,2021-05-21,0-17,14907,2,0
1658,2021-05-21,18-39,60944,18,5
1659,2021-05-21,40-64,78994,566,85
1660,2021-05-21,65+,32158,4341,151
1661,2021-05-22,0-17,15043,2,0
1662,2021-05-22,18-39,61208,18,5
1663,2021-05-22,40-64,79271,571,76
1664,2021-05-22,65+,32235,4360,144
1665,2021-05-23,0-17,15116,2,0
1666,2021-05-23,18-39,61356,18,4
1667,2021-05-23,40-64,79441,574,72
1668,2021-05-23,65+,32282,4374,144
1669,2021-05-24,0-17,15250,2,0
1670,2021-05-24,18-39,61555,18,4
1671,2021-05-24,40-64,79697,577,73
1672,2021-05-24,65+,32342,4395,143
1673,2021-05-25,0-17,15469,2,1
1674,2021-05-25,18-39,61973,18,3
1675,2021-05-25,40-64,80119,581,72
1676,2021-05-25,65+,32448,4413,138
1677,2021-05-26,0-17,15584,2,0
1678,2021-05-26,18-39,62246,18,2
1679,2021-05-26,40-64,80428,585,67
1680,2021-05-26,65+,32526,4431,139
1681,2021-05-27,0-17,15746,2,0
1682,2021-05-27,18-39,62598,18,2
1683,2021-05-27,40-64,80748,587,67
1684,2021-05-27,65+,32605,4441,137
1685,2021-05-28,0-17,15872,2,0
1686,2021-05-28,18-39,62925,18,2
1687,2021-05-28,40-64,81059,588,69
1688,2021-05-28,65+,32687,4457,130
1689,2021-05-29,0-17,15993,2,0
1690,2021-05-29,18-39,63195,18,4
1691,2021-05-29,40-64,81323,589,70
1692,2021-05-29,65+,32755,4470,126
1693,2021-05-30,0-17,16057,2,0
1694,2021-05-30,18-39,63353,18,4
1695,2021-05-30,40-64,81487,592,69
1696,2021-05-30,65+,32800,4477,126
1697,2021-05-31,0-17,16180,2,0
1698,2021-05-31,18-39,63518,18,5
1699,2021-05-31,40-64,81661,592,65
1700,2021-05-31,65+,32837,4492,122
1701,2021-06-01,0-17,16342,2,0
1702,2021-06-01,18-39,63842,18,5
1703,2021-06-01,40-64,82035,593,66
1704,2021-06-01,65+,32914,4504,121
1705,2021-06-02,0-17,16454,2,0
1706,2021-06-02,18-39,64079,18,4
1707,2021-06-02,40-64,82283,595,69
1708,2021-06-02,65+,32987,4514,118
1709,2021-06-03,0-17,16540,2,0
1710,2021-06-03,18-39,64305,18,4
1711,2021-06-03,40-64,82510,595,65
1712,2021-06-03,65+,33032,4537,112
1713,2021-06-04,0-17,16637,2,0
1714,2021-06-04,18-39,64518,18,2
1715,2021-06-04,40-64,82703,599,59
1716,2021-06-04,65+,33084,4548,108
1717,2021-06-05,0-17,16713,2,0
1718,2021-06-05,18-39,64697,18,2
1719,2021-06-05,40-64,82873,605,55
1720,2021-06-05,65+,33126,4563,97
1721,2021-06-06,0-17,16753,2,0
1722,2021-06-06,18-39,64794,18,2
1723,2021-06-06,40-64,82986,607,54
1724,2021-06-06,65+,33174,4572,95
1725,2021-06-07,0-17,16834,2,0
1726,2021-06-07,18-39,64929,18,2
1727,2021-06-07,40-64,83112,610,50
1728,2021-06-07,65+,33215,4583,91
1729,2021-06-08,0-17,16950,2,0
1730,2021-06-08,18-39,65172,18,2
1731,2021-06-08,40-64,83383,611,51
1732,2021-06-08,65+,33275,4601,87
1733,2021-06-09,0-17,17023,2,0
1734,2021-06-09,18-39,65352,18,2
1735,2021-06-09,40-64,83537,612,50
1736,2021-06-09,65+,33317,4609,81
1737,2021-06-10,0-17,17076,2,0
1738,2021-06-10,18-39,65480,18,2
1739,2021-06-10,40-64,83665,614,49
1740,2021-06-10,65+,33351,4620,81
1741,2021-06-11,0-17,17137,2,0
1742,2021-06-11,18-39,65641,18,2
1743,2021-06-11,40-64,83802,616,47
1744,2021-06-11,65+,33398,4624,80
1745,2021-06-12,0-17,17183,2,0
1746,2021-06-12,18-39,65781,18,2
1747,2021-06-12,40-64,83926,617,46
1748,2021-06-12,65+,33438,4631,80
1749,2021-06-13,0-17,17202,2,0
1750,2021-06-13,18-39,65839,18,2
1751,2021-06-13,40-64,83968,619,44
1752,2021-06-13,65+,33461,4638,81
1753,2021-06-14,0-17,17243,2,0
1754,2021-06-14,18-39,65920,18,2
1755,2021-06-14,40-64,84041,620,44
1756,2021-06-14,65+,33484,4645,79
1757,2021-06-15,0-17,17312,2,0
1758,2021-06-15,18-39,66075,18,2
1759,2021-06-15,40-64,84185,619,44
1760,2021-06-15,65+,33511,4650,74
1761,2021-06-16,0-17,17348,2,0
1762,2021-06-16,18-39,66180,18,2
1763,2021-06-16,40-64,84288,619,43
1764,2021-06-16,65+,33533,4656,68
1765,2021-06-17,0-17,17384,2,0
1766,2021-06-17,18-39,66311,18,2
1767,2021-06-17,40-64,84373,621,40
1768,2021-06-17,65+,33554,4659,67
1769,2021-06-18,0-17,17417,2,0
1770,2021-06-18,18-39,66401,18,2
1771,2021-06-18,40-64,84434,622,39
1772,2021-06-18,65+,33575,4662,65
1773,2021-06-19,0-17,17444,2,0
1774,2021-06-19,18-39,66481,18,2
1775,2021-06-19,40-64,84500,622,39
1776,2021-06-19,65+,33598,4670,66
1777,2021-06-20,0-17,17459,2,0
1778,2021-06-20,18-39,66546,18,2
1779,2021-06-20,40-64,84539,622,38
1780,2021-06-20,65+,33610,4675,64
1781,2021-06-21,0-17,17467,2,0
1782,2021-06-21,18-39,66608,18,2
1783,2021-06-21,40-64,84575,623,37
1784,2021-06-21,65+,33620,4678,64
1785,2021-06-22,0-17,17492,2,0
1786,2021-06-22,18-39,66703,18,2
1787,2021-06-22,40-64,84642,624,38
1788,2021-06-22,65+,33632,4684,64
1789,2021-06-23,0-17,17526,2,0
1790,2021-06-23,18-39,66809,18,2
1791,2021-06-23,40-64,84745,627,36
1792,2021-06-23,65+,33654,4692,62
1793,2021-06-24,0-17,17555,2,0
1794,2021-06-24,18-39,66937,18,2
1795,2021-06-24,40-64,84818,629,32
1796,2021-06-24,65+,33660,4699,56
1797,2021-06-25,0-17,17577,2,0
1798,2021-06-25,18-39,67045,18,2
1799,2021-06-25,40-64,84874,630,32
1800,2021-06-25,65+,33670,4706,50
1801,2021-06-26,0-17,17599,2,0
1802,2021-06-26,18-39,67143,18,2
1803,2021-06-26,40-64,84922,630,32
1804,2021-06-26,65+,33684,4709,52
1805,2021-06-27,0-17,17609,2,0
1806,2021-06-27,18-39,67209,18,2
1807,2021-06-27,40-64,84950,632,29
1808,2021-06-27,65+,33690,4719,47
1809,2021-06-28,0-17,17625,2,0
1810,2021-06-28,18-39,67310,18,1
1811,2021-06-28,40-64,84990,632,29
1812,2021-06-28,65+,33698,4725,42
1813,2021-06-29,0-17,17654,2,0
1814,2021-06-29,18-39,67470,18,1
1815,2021-06-29,40-64,85071,634,28
1816,2021-06-29,65+,33717,4731,41
1817,2021-06-30,0-17,17697,2,0
1818,2021-06-30,18-39,67646,18,1
1819,2021-06-30,40-64,85144,635,28
1820,2021-06-30,65+,33736,4740,37
1821,2021-07-01,0-17,17751,2,0
1822,2021-07-01,18-39,67894,18,1
1823,2021-07-01,40-64,85219,638,25
1824,2021-07-01,65+,33746,4741,37
1825,2021-07-02,0-17,17813,2,0
1826,2021-07-02,18-39,68171,18,1
1827,2021-07-02,40-64,85312,638,25
1828,2021-07-02,65+,33763,4746,36
1829,2021-07-03,0-17,17894,2,0
1830,2021-07-03,18-39,68528,18,1
1831,2021-07-03,40-64,85410,639,24
1832,2021-07-03,65+,33783,4751,33
1833,2021-07-04,0-17,17939,2,0
1834,2021-07-04,18-39,68701,18,1
1835,2021-07-04,40-64,85464,640,23
1836,2021-07-04,65+,33791,4754,33
1837,2021-07-05,0-17,18008,2,0
1838,2021-07-05,18-39,68969,18,1
1839,2021-07-05,40-64,85583,640,23
1840,2021-07-05,65+,33802,4758,31
1841,2021-07-06,0-17,18151,2,0
1842,2021-07-06,18-39,69572,18,1
1843,2021-07-06,40-64,85842,640,23
1844,2021-07-06,65+,33837,4762,29
1845,2021-07-07,0-17,18306,2,0
1846,2021-07-07,18-39,70128,18,1
1847,2021-07-07,40-64,85993,642,21
1848,2021-07-07,65+,33855,4765,28
1849,2021-07-08,0-17,18471,2,0
1850,2021-07-08,18-39,70791,18,1
1851,2021-07-08,40-64,86148,642,20
1852,2021-07-08,65+,33872,4767,28
1853,2021-07-09,0-17,18647,2,0
1854,2021-07-09,18-39,71367,18,1
1855,2021-07-09,40-64,86292,643,19
1856,2021-07-09,65+,33900,4770,26
1857,2021-07-10,0-17,18875,2,0
1858,2021-07-10,18-39,72064,18,1
1859,2021-07-10,40-64,86475,643,18
1860,2021-07-10,65+,33938,4770,27
1861,2021-07-11,0-17,19017,2,0
1862,2021-07-11,18-39,72489,18,1
1863,2021-07-11,40-64,86592,644,17
1864,2021-07-11,65+,33960,4773,28
1865,2021-07-12,0-17,19287,2,0
1866,2021-07-12,18-39,73041,18,1
1867,2021-07-12,40-64,86769,644,18
1868,2021-07-12,65+,33989,4777,27
1869,2021-07-13,0-17,19620,2,0
1870,2021-07-13,18-39,74064,18,1
1871,2021-07-13,40-64,87233,644,19
1872,2021-07-13,65+,34042,4779,25
1873,2021-07-14,0-17,19900,2,0
1874,2021-07-14,18-39,74858,18,1
1875,2021-07-14,40-64,87529,644,19
1876,2021-07-14,65+,34081,4783,26
1877,2021-07-15,0-17,20165,2,0
1878,2021-07-15,18-39,75663,18,1
1879,2021-07-15,40-64,87812,644,19
1880,2021-07-15,65+,34120,4787,26
1881,2021-07-16,0-17,20455,2,0
1882,2021-07-16,18-39,76363,18,2
1883,2021-07-16,40-64,88135,645,18
1884,2021-07-16,65+,34163,4793,26
1885,2021-07-17,0-17,20696,2,0
1886,2021-07-17,18-39,77029,18,2
1887,2021-07-17,40-64,88413,647,19
1888,2021-07-17,65+,34220,4794,26
1889,2021-07-18,0-17,20834,2,0
1890,2021-07-18,18-39,77429,18,3
1891,2021-07-18,40-64,88605,647,20
1892,2021-07-18,65+,34239,4798,26
1893,2021-07-19,0-17,21006,2,0
1894,2021-07-19,18-39,77843,18,3
1895,2021-07-19,40-64,88858,647,19
1896,2021-07-19,65+,34283,4802,26
1897,2021-07-20,0-17,21347,2,0
1898,2021-07-20,18-39,78873,18,3
1899,2021-07-20,40-64,89499,649,20
1900,2021-07-20,65+,34402,4804,26
1901,2021-07-21,0-17,21601,2,0
1902,2021-07-21,18-39,79593,18,3
1903,2021-07-21,40-64,89863,649,20
1904,2021-07-21,65+,34491,4806,26
1905,2021-07-22,0-17,21857,2,0
1906,2021-07-22,18-39,80222,18,3
1907,2021-07-22,40-64,90190,650,21
1908,2021-07-22,65+,34557,4807,26
1909,2021-07-23,0-17,22170,2,0
1910,2021-07-23,18-39,80925,18,4
1911,2021-07-23,40-64,90550,652,23
1912,2021-07-23,65+,34623,4811,28
1913,2021-07-24,0-17,22455,2,0
1914,2021-07-24,18-39,81547,18,4
1915,2021-07-24,40-64,90806,652,22
1916,2021-07-24,65+,34683,4814,27
1917,2021-07-25,0-17,22657,2,0
1918,2021-07-25,18-39,81898,19,5
1919,2021-07-25,40-64,90980,654,22
1920,2021-07-25,65+,34724,4815,28
1921,2021-07-26,0-17,22919,2,0
1922,2021-07-26,18-39,82314,19,5
1923,2021-07-26,40-64,91226,654,25
1924,2021-07-26,65+,34768,4817,30
1925,2021-07-27,0-17,23324,2,0
1926,2021-07-27,18-39,83264,19,5
1927,2021-07-27,40-64,91784,654,24
1928,2021-07-27,65+,34888,4821,28
1929,2021-07-28,0-17,23656,2,0
1930,2021-07-28,18-39,83905,19,5
1931,2021-07-28,40-64,92146,656,24
1932,2021-07-28,65+,34983,4827,27
1933,2021-07-29,0-17,23964,2,0
1934,2021-07-29,18-39,84489,19,6
1935,2021-07-29,40-64,92466,657,24
1936,2021-07-29,65+,35051,4828,30
1937,2021-07-30,0-17,24255,2,0
1938,2021-07-30,18-39,85167,19,4
1939,2021-07-30,40-64,92796,657,25
1940,2021-07-30,65+,35133,4831,33
1941,2021-07-31,0-17,24569,2,0
1942,2021-07-31,18-39,85802,19,5
1943,2021-07-31,40-64,93124,657,24
1944,2021-07-31,65+,35202,4840,33
1945,2021-08-01,0-17,24737,2,0
1946,2021-08-01,18-39,86145,19,5
1947,2021-08-01,40-64,93331,657,24
1948,2021-08-01,65+,35262,4842,34
1949,2021-08-02,0-17,24945,2,0
1950,2021-08-02,18-39,86631,19,5
1951,2021-08-02,40-64,93611,657,27
1952,2021-08-02,65+,35327,4847,34
1953,2021-08-03,0-17,25294,2,0
1954,2021-08-03,18-39,87549,19,5
1955,2021-08-03,40-64,94169,659,27
1956,2021-08-03,65+,35475,4852,35
1957,2021-08-04,0-17,25575,2,0
1958,2021-08-04,18-39,88194,19,5
1959,2021-08-04,40-64,94534,661,27
1960,2021-08-04,65+,35563,4859,34
1961,2021-08-05,0-17,25809,2,0
1962,2021-08-05,18-39,88792,19,5
1963,2021-08-05,40-64,94897,661,29
1964,2021-08-05,65+,35685,4864,34
1965,2021-08-06,0-17,26058,2,1
1966,2021-08-06,18-39,89423,19,5
1967,2021-08-06,40-64,95324,663,29
1968,2021-08-06,65+,35800,4872,36
1969,2021-08-07,0-17,26354,2,1
1970,2021-08-07,18-39,90000,19,5
1971,2021-08-07,40-64,95696,663,32
1972,2021-08-07,65+,35923,4877,39
1973,2021-08-08,0-17,26564,2,1
1974,2021-08-08,18-39,90375,19,5
1975,2021-08-08,40-64,95946,665,30
1976,2021-08-08,65+,35987,4885,41
1977,2021-08-09,0-17,26856,2,1
1978,2021-08-09,18-39,90839,19,6
1979,2021-08-09,40-64,96288,666,29
1980,2021-08-09,65+,36094,4891,44
1981,2021-08-10,0-17,27332,2,1
1982,2021-08-10,18-39,91784,19,5
1983,2021-08-10,40-64,96981,666,32
1984,2021-08-10,65+,36277,4899,48
1985,2021-08-11,0-17,27732,2,1
1986,2021-08-11,18-39,92423,19,5
1987,2021-08-11,40-64,97485,667,32
1988,2021-08-11,65+,36454,4906,53
1989,2021-08-12,0-17,28170,2,1
1990,2021-08-12,18-39,93198,19,6
1991,2021-08-12,40-64,97971,669,34
1992,2021-08-12,65+,36609,4917,47
1993,2021-08-13,0-17,28558,2,1
1994,2021-08-13,18-39,93866,19,6
1995,2021-08-13,40-64,98493,669,34
1996,2021-08-13,65+,36763,4925,45
1997,2021-08-14,0-17,28935,2,1
1998,2021-08-14,18-39,94492,20,5
1999,2021-08-14,40-64,98975,671,32
2000,2021-08-14,65+,36901,4935,48
2001,2021-08-15,0-17,29145,2,1
2002,2021-08-15,18-39,94868,20,5
2003,2021-08-15,40-64,99245,671,35
2004,2021-08-15,65+,36982,4942,54
2005,2021-08-16,0-17,29381,2,1
2006,2021-08-16,18-39,95321,20,4
2007,2021-08-16,40-64,99639,672,39
2008,2021-08-16,65+,37118,4948,56
2009,2021-08-17,0-17,29857,2,0
2010,2021-08-17,18-39,96178,21,4
2011,2021-08-17,40-64,100293,672,39
2012,2021-08-17,65+,37334,4956,56
2013,2021-08-18,0-17,30178,2,0
2014,2021-08-18,18-39,96808,21,4
2015,2021-08-18,40-64,100859,672,42
2016,2021-08-18,65+,37538,4968,59
2017,2021-08-19,0-17,30497,2,0
2018,2021-08-19,18-39,97445,21,3
2019,2021-08-19,40-64,101356,673,42
2020,2021-08-19,65+,37720,4975,64
2021,2021-08-20,0-17,30822,2,0
2022,2021-08-20,18-39,98130,21,4
2023,2021-08-20,40-64,101910,674,46
2024,2021-08-20,65+,37923,4987,63
2025,2021-08-21,0-17,31127,2,0
2026,2021-08-21,18-39,98740,21,5
2027,2021-08-21,40-64,102405,676,49
2028,2021-08-21,65+,38096,4996,70
2029,2021-08-22,0-17,31328,2,0
2030,2021-08-22,18-39,99122,21,5
2031,2021-08-22,40-64,102697,679,49
2032,2021-08-22,65+,38214,5005,70
2033,2021-08-23,0-17,31537,2,0
2034,2021-08-23,18-39,99659,21,4
2035,2021-08-23,40-64,103084,680,52
2036,2021-08-23,65+,38347,5020,69
2037,2021-08-24,0-17,31997,2,0
2038,2021-08-24,18-39,100609,21,4
2039,2021-08-24,40-64,103911,682,54
2040,2021-08-24,65+,38608,5035,76
2041,2021-08-25,0-17,32289,2,0
2042,2021-08-25,18-39,101252,21,4
2043,2021-08-25,40-64,104408,683,55
2044,2021-08-25,65+,38788,5058,77
2045,2021-08-26,0-17,32612,2,0
2046,2021-08-26,18-39,101924,21,4
2047,2021-08-26,40-64,104958,685,54
2048,2021-08-26,65+,38955,5074,75
2049,2021-08-27,0-17,32893,2,0
2050,2021-08-27,18-39,102545,21,5
2051,2021-08-27,40-64,105437,687,53
2052,2021-08-27,65+,39112,5087,73
2053,2021-08-28,0-17,33220,2,0
2054,2021-08-28,18-39,103149,21,5
2055,2021-08-28,40-64,105963,688,53
2056,2021-08-28,65+,39271,5101,74
